,Tag,Image Name
4337,['dark'],2095257.jpeg
4338,['harlequin'],2659621.jpeg
4339,"['red', 'patternless', 'red base']",2224060.jpeg
4340,['super dalmatian'],2541469.jpeg
4341,['super dalmatian'],2541460.jpeg
4342,['super dalmatian'],2541453.jpeg
4343,['dalmatian'],2541447.jpeg
4344,['dalmatian'],2541438.jpeg
4345,['super dalmatian'],2541430.jpeg
4346,['bold stripe tigers'],2509050.jpeg
4347,"['extreme harlequin', 'fringing', 'cream', 'tri-color']",2125479.jpeg
4348,['extreme harlequin'],2659475.jpeg
4349,"['harlequin', 'partial pinstripe', 'orange']",2388196.jpeg
4350,"['flame', 'harlequin', 'partial pinstripe']",2388183.jpeg
4351,"['harlequin', 'red', 'yellow']",2659470.jpeg
4352,"['flame', 'harlequin', 'partial pinstripe']",2388173.jpeg
4353,"['harlequin', 'lavender']",927793.jpeg
4354,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow']",2125419.jpeg
4355,"['flame', 'harlequin', 'partial pinstripe']",2388164.jpeg
4356,"['pinstripe', 'quad-stripe']",2541223.jpeg
4357,"['harlequin', 'partial pinstripe', 'orange']",2388137.jpeg
4358,"['pos dalmatian', 'buckskin', 'mocha']",2659438.jpeg
4359,"['dalmatian', 'snowflake', 'tri-color', 'drippy']",1403497.jpeg
4360,"['flame', 'harlequin', 'partial pinstripe']",2388072.jpeg
4361,"['portholes', 'crowned', 'red']",2659416.jpeg
4362,['olive'],2659374.jpeg
4363,"['red', 'lilly white', 'phantom']",2431647.jpeg
4364,['dalmatian'],2596811.jpeg
4365,['yellow'],2659334.jpeg
4366,['red'],2659324.jpeg
4367,['tri-color'],2659320.jpeg
4368,['tri-color'],2659317.jpeg
4369,['harlequin'],2659311.jpeg
4370,['harlequin'],2659304.jpeg
4371,['harlequin'],2659298.jpeg
4372,['harlequin'],2659293.jpeg
4373,['harlequin'],2659286.jpeg
4374,['tri-color'],2659277.jpeg
4375,"['harlequin', 'cream', 'dark']",2596709.jpeg
4376,['extreme harlequin'],2596691.jpeg
4377,"['dalmatian', 'harlequin', 'portholes', 'dark']",2659181.jpeg
4378,"['extreme harlequin', 'red', 'white wall', 'tri-color']",1404098.jpeg
4379,"['dalmatian', 'harlequin', 'portholes', 'dark']",2659146.jpeg
4380,"['harlequin', 'quad-stripe']",1274340.jpeg
4381,['super dalmatian'],2659128.jpeg
4382,"['super dalmatian', 'ink spot', 'red spot']",2540712.jpeg
4383,"['dalmatian', 'red spot']",2540702.jpeg
4384,"['harlequin', 'portholes', 'pos lavender', 'drippy']",1591162.jpeg
4385,"['harlequin', 'dark']",2659031.jpeg
4386,"['super dalmatian', 'red spot', 'red']",2540664.jpeg
4387,"['red spot', 'lilly white', 'red base']",2596431.jpeg
4388,"['harlequin', 'pinstripe', 'crowned', 'white wall', 'tri-color', 'white tip']",1519761.jpeg
4389,"['dalmatian', 'orange']",2540598.jpeg
4390,['extreme harlequin'],2014670.jpeg
4391,"['extreme harlequin', 'harlequin', 'pinstripe', 'quad-stripe', 'white wall', 'blonde']",2310464.jpeg
4392,"['extreme harlequin', 'harlequin']",2658935.jpeg
4393,['tri-color'],2603377.jpeg
4394,['harlequin'],2658927.jpeg
4395,"['harlequin', 'snowflake', 'crowned', 'drippy']",2645600.jpeg
4396,"['extreme harlequin', 'harlequin', 'crowned', 'white wall', 'tri-color']",2645604.jpeg
4397,"['extreme harlequin', 'harlequin', 'crowned', 'lavender']",2645603.jpeg
4398,"['extreme harlequin', 'harlequin']",2651655.jpeg
4399,"['harlequin', 'pinstripe', 'quad-stripe', 'crowned', 'red', 'red base']",2651679.jpeg
4400,"['extreme harlequin', 'harlequin', 'pin-dashed', 'red base']",2651915.jpeg
4401,"['extreme harlequin', 'harlequin', 'snowflake', 'crowned', 'tri-color', 'drippy']",2653425.jpeg
4402,"['harlequin', 'pinstripe', 'tailless', 'red', 'red base']",2653552.jpeg
4403,"['harlequin', 'snowflake', 'crowned', 'tri-color', 'drippy']",2653596.jpeg
4404,"['extreme harlequin', 'harlequin', 'snowflake', 'pos lavender', 'drippy']",2653787.jpeg
4405,"['extreme harlequin', 'harlequin', 'quad-stripe', 'snowflake', 'drippy']",2657443.jpeg
4406,"['harlequin', 'portholes', 'red', 'red base']",2658848.jpeg
4407,"['extreme harlequin', 'harlequin', 'snowflake', 'pos lavender', 'drippy']",2249374.jpeg
4408,"['dalmatian', 'extreme harlequin', 'harlequin', 'pin-dashed', 'snowflake', 'red base']",2596605.jpeg
4409,"['extreme harlequin', 'harlequin', 'snowflake', 'crowned']",2471081.jpeg
4410,"['extreme harlequin', 'harlequin', 'pin-dashed', 'halloween']",2595203.jpeg
4411,"['extreme harlequin', 'harlequin', 'pin-dashed']",2561062.jpeg
4412,"['extreme harlequin', 'harlequin', 'snowflake', 'crowned', 'tri-color', 'drippy']",2594428.jpeg
4413,"['extreme harlequin', 'harlequin', 'snowflake', 'lavender', 'tri-color', 'drippy']",2339059.jpeg
4414,"['extreme harlequin', 'harlequin', 'snowflake', 'pos lavender', 'drippy']",2327248.jpeg
4415,"['extreme harlequin', 'harlequin', 'pin-dashed']",2340246.jpeg
4416,"['brindle', 'reverse pinstripe', 'yellow']",2658888.jpeg
4417,['dark'],2658851.jpeg
4418,['white out'],2569417.jpeg
4419,"['red', 'dark', 'tri-color']",1835409.jpeg
4420,['dark'],2658753.jpeg
4421,"['extreme harlequin', 'harlequin', 'snowflake', 'cream']",2658735.jpeg
4422,"['dalmatian', 'flame']",2308490.jpeg
4423,"['extreme harlequin', 'pinstripe', 'red', 'tri-color']",2331837.jpeg
4424,['dark'],2658603.jpeg
4425,['harlequin'],2596043.jpeg
4426,['harlequin'],2596040.jpeg
4427,"['harlequin', 'white wall', 'tri-color']",2603117.jpeg
4428,"['dalmatian', 'dark', 'phantom']",2603111.jpeg
4429,"['dalmatian', 'portholes', 'dark', 'phantom']",2603109.jpeg
4430,"['pinstripe', 'furred']",2524049.jpeg
4431,"['harlequin', 'pinstripe', 'halloween']",2037870.jpeg
4432,"['super dalmatian', 'ink spot', 'oil spot']",2387409.jpeg
4433,"['super dalmatian', 'ink spot', 'oil spot']",2387401.jpeg
4434,"['dalmatian', 'pinstripe', 'phantom']",2409179.jpeg
4435,['tri-color'],2409172.jpeg
4436,['tri-color'],2044619.jpeg
4437,"['harlequin', 'orange']",2093579.jpeg
4438,"['pinstripe', 'yellow']",2387327.jpeg
4439,"['extreme harlequin', 'harlequin', 'drippy']",2387323.jpeg
4440,"['dalmatian', 'cluster spots', 'portholes']",2266574.jpeg
4441,"['portholes', 'red', 'phantom', 'red base']",2266553.jpeg
4442,"['extreme harlequin', 'harlequin', 'tipped crests', 'white tip']",2376487.jpeg
4443,"['extreme harlequin', 'harlequin', 'tipped crests', 'white tip']",2376524.jpeg
4444,"['flame', 'red']",2658404.jpeg
4445,"['extreme harlequin', 'lavender']",2658402.jpeg
4446,['extreme harlequin'],2430994.jpeg
4447,"['harlequin', 'pin-dashed']",2431015.jpeg
4448,['extreme harlequin'],2617120.jpeg
4449,"['harlequin', 'dark']",2658358.jpeg
4450,"['extreme harlequin', 'snowflake', 'white wall', 'drippy']",2617098.jpeg
4451,"['extreme harlequin', 'harlequin', 'snowflake', 'red', 'drippy', 'red base']",2658336.jpeg
4452,['red'],2617043.jpeg
4453,"['extreme harlequin', 'tangerine', 'tri-color']",2617028.jpeg
4454,"['extreme harlequin', 'tri-color']",2480586.jpeg
4455,['axanthic'],2480582.jpeg
4456,"['extreme harlequin', 'tri-color']",2480574.jpeg
4457,"['harlequin', 'drippy']",2658206.jpeg
4458,"['dalmatian', 'extreme harlequin']",2602777.jpeg
4459,"['quad-stripe', 'tri-color', 'drippy']",2480437.jpeg
4460,['bi-color'],2602745.jpeg
4461,"['quad-stripe', 'white wall', 'drippy']",2480421.jpeg
4462,['flame'],2602734.jpeg
4463,"['harlequin', 'drippy']",2093379.jpeg
4464,"['extreme harlequin', 'tri-color', 'drippy']",2480407.jpeg
4465,['dalmatian'],2602689.jpeg
4466,"['harlequin', 'portholes']",2602620.jpeg
4467,"['dalmatian', 'lilly white', 'red base']",2133018.jpeg
4468,"['brindle', 'dalmatian', 'phantom']",2445519.jpeg
4469,['harlequin'],1988205.jpeg
4470,"['cream', 'tangerine', 'olive', 'tri-color']",1398670.jpeg
4471,"['harlequin', 'snowflake', 'tangerine', 'olive']",2276415.jpeg
4472,"['tiger', 'portholes', 'orange', 'phantom']",1983745.jpeg
4473,"['harlequin', 'partial pinstripe']",1908683.jpeg
4474,"['extreme harlequin', 'partial pinstripe']",1908682.jpeg
4475,"['extreme harlequin', 'tri-color']",1908681.jpeg
4476,"['harlequin', 'pinstripe', 'tri-color']",1908680.jpeg
4477,"['extreme harlequin', 'white wall', 'tri-color', 'drippy']",2616645.jpeg
4478,"['harlequin', 'partial pinstripe', 'bi-color']",1908679.jpeg
4479,"['harlequin', 'partial pinstripe']",1908678.jpeg
4480,"['dalmatian', 'harlequin', 'partial pinstripe', 'tri-color']",1908677.jpeg
4481,"['extreme harlequin', 'snowflake', 'drippy']",2616635.jpeg
4482,"['extreme harlequin', 'quad-stripe', 'snowflake', 'fringing', 'drippy']",2616620.jpeg
4483,"['brindle', 'dalmatian', 'harlequin', 'cream', 'dark']",2557138.jpeg
4484,"['pinstripe', 'yellow', 'white wall', 'creamsicle', 'drippy']",714705.jpeg
4485,"['fringing', 'kneecaps', 'dark', 'drippy']",2657841.jpeg
4486,"['quad-stripe', 'tri-color', 'drippy']",2343927.jpeg
4487,"['quad-stripe', 'tri-color', 'drippy']",2343915.jpeg
4488,"['harlequin', 'tri-color', 'drippy']",2343910.jpeg
4489,"['extreme harlequin', 'tri-color', 'drippy']",2343906.jpeg
4490,['extreme harlequin'],2616404.jpeg
4491,['quad-stripe'],2343887.jpeg
4492,['tri-color'],2657760.jpeg
4493,['harlequin'],2343868.jpeg
4494,['portholes'],2343862.jpeg
4495,"['extreme harlequin', 'tangerine', 'dark']",2616292.jpeg
4496,"['extreme harlequin', 'dark', 'cold fusion']",1954927.jpeg
4497,"['red', 'patternless']",2267130.jpeg
4498,"['extreme harlequin', 'white out', 'snowflake', 'black', 'white wall', 'drippy', 'white tip']",2616191.jpeg
4499,"['harlequin', 'partial pinstripe']",1159220.jpeg
4500,"['dalmatian', 'harlequin', 'yellow', 'dark']",2657575.jpeg
4501,['extreme harlequin'],2616084.jpeg
4502,['extreme harlequin'],2616053.jpeg
4503,['super dalmatian'],2489304.jpeg
4504,"['dalmatian', 'red']",2657405.jpeg
4505,"['dalmatian', 'super dalmatian', 'ink spot', 'yellow']",2657394.jpeg
4506,['super stripe'],2226509.jpeg
4507,['harlequin'],2594989.jpeg
4508,"['extreme harlequin', 'harlequin', 'tri-color']",2594953.jpeg
4509,['dalmatian'],2503246.jpeg
4510,"['dalmatian', 'red spot']",2343637.jpeg
4511,"['extreme harlequin', 'harlequin', 'white wall', 'tri-color']",2594921.jpeg
4512,"['flame', 'pinstripe', 'quad-stripe']",2134112.jpeg
4513,"['dalmatian', 'red base']",2594636.jpeg
4514,"['dalmatian', 'red']",2343609.jpeg
4515,"['dalmatian', 'super dalmatian']",2594607.jpeg
4516,"['dalmatian', 'red spot', 'red']",2343584.jpeg
4517,['harlequin'],2594582.jpeg
4518,"['orange', 'tri-color']",2594567.jpeg
4519,"['dalmatian', 'super dalmatian', 'tiger', 'ink spot', 'yellow']",2556318.jpeg
4520,"['dalmatian', 'harlequin']",2343504.jpeg
4521,"['harlequin', 'partial pinstripe', 'red']",2386338.jpeg
4522,"['flame', 'dark']",2657065.jpeg
4523,"['dalmatian', 'harlequin']",2343486.jpeg
4524,"['harlequin', 'dark']",2657027.jpeg
4525,"['dalmatian', 'harlequin']",2657007.jpeg
4526,"['dalmatian', 'peppered', 'quad-stripe', 'reverse pinstripe', 'orange']",2657001.jpeg
4527,"['red', 'phantom', 'patternless']",2656998.jpeg
4528,"['flame', 'yellow']",2656990.jpeg
4529,"['dalmatian', 'pinstripe', 'white out', 'white wall', 'tri-color', 'drippy']",2656976.jpeg
4530,"['red', 'phantom']",2656973.jpeg
4531,"['harlequin', 'partial pinstripe', 'snowflake', 'fringing', 'white wall', 'drippy']",714745.jpeg
4532,"['brindle', 'dalmatian', 'harlequin', 'cream', 'dark']",2556208.jpeg
4533,"['extreme harlequin', 'pin-dashed', 'dark', 'tri-color']",2656921.jpeg
4534,"['harlequin', 'red']",2656918.jpeg
4535,"['dalmatian', 'harlequin', 'pinstripe', 'quad-stripe', 'fringing', 'dark']",2656879.jpeg
4536,"['dalmatian', 'harlequin', 'fringing', 'orange', 'tri-color']",2656858.jpeg
4537,"['brindle', 'reverse pinstripe', 'snowflake', 'orange']",2656834.jpeg
4538,"['red', 'phantom']",2556133.jpeg
4539,"['harlequin', 'pinstripe', 'yellow', 'drippy']",2556040.jpeg
4540,"['tiger', 'portholes', 'dark']",2555967.jpeg
4541,['tri-color'],2656652.jpeg
4542,['tri-color'],2656638.jpeg
4543,"['brindle', 'harlequin', 'dark', 'tri-color']",2555893.jpeg
4544,"['dalmatian', 'halloween']",2656584.jpeg
4545,"['super dalmatian', 'red spot', 'red']",2309139.jpeg
4546,"['pinstripe', 'white wall', 'tri-color', 'empty back', 'super stripe']",2656558.jpeg
4547,"['red', 'bi-color']",2656525.jpeg
4548,"['red', 'lilly white', 'red base']",2656512.jpeg
4549,"['brindle', 'dalmatian', 'orange', 'phantom']",2656493.jpeg
4550,"['snowflake', 'red', 'lilly white', 'red base']",2656481.jpeg
4551,"['extreme harlequin', 'portholes']",2656462.jpeg
4552,"['dalmatian', 'ink spot', 'red', 'phantom']",2656459.jpeg
4553,"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'lavender', 'blonde']",2309049.jpeg
4554,"['harlequin', 'pinstripe', 'dark']",1654865.jpeg
4555,['harlequin'],2593955.jpeg
4556,"['harlequin', 'snowflake', 'cream', 'white wall', 'tri-color', 'drippy']",714590.jpeg
4557,"['extreme harlequin', 'pinstripe', 'red', 'red base']",2428437.jpeg
4558,['super dalmatian'],2656183.jpeg
4559,['dalmatian'],2413279.jpeg
4560,['harlequin'],2269926.jpeg
4561,"['lilly white', 'phantom']",2269924.jpeg
4562,"['red', 'phantom']",2269921.jpeg
4563,"['harlequin', 'red']",2269916.jpeg
4564,"['red', 'lilly white', 'phantom']",2269914.jpeg
4565,"['pinstripe', 'quad-stripe', 'yellow']",1471947.jpeg
4566,"['extreme harlequin', 'tiger', 'black']",2337436.jpeg
4567,"['extreme harlequin', 'cream', 'lavender', 'drippy']",2131237.jpeg
4568,"['brindle', 'dalmatian', 'harlequin', 'pinstripe', 'super dalmatian', 'cream']",2385610.jpeg
4569,['halloween'],2656014.jpeg
4570,"['extreme harlequin', 'harlequin', 'tri-color', 'red base']",2656002.jpeg
4571,"['harlequin', 'cream', 'tri-color']",2342987.jpeg
4572,"['dalmatian', 'red', 'red base']",2655950.jpeg
4573,"['harlequin', 'red']",2600738.jpeg
4574,"['extreme harlequin', 'tri-color']",2308856.jpeg
4575,['quad-stripe'],2478198.jpeg
4576,"['super dalmatian', 'red spot', 'red', 'phantom']",2600717.jpeg
4577,['extreme harlequin'],2600709.jpeg
4578,"['harlequin', 'tri-color']",2600705.jpeg
4579,"['pinstripe', 'dark']",2600700.jpeg
4580,"['harlequin', 'partial pinstripe', 'tri-color', 'drippy']",714620.jpeg
4581,"['extreme harlequin', 'harlequin', 'pinstripe', 'tri-color']",2600694.jpeg
4582,"['harlequin', 'red', 'red base']",2655883.jpeg
4583,['brindle'],2655814.jpeg
4584,"['flame', 'red base']",2655806.jpeg
4585,['extreme harlequin'],2453522.jpeg
4586,['tri-color'],2655772.jpeg
4587,['quad-stripe'],2593467.jpeg
4588,['harlequin'],2593459.jpeg
4589,"['harlequin', 'pinstripe', 'dark']",2593444.jpeg
4590,"['flame', 'orange tip']",2052646.jpeg
4591,['tri-color'],1656939.jpeg
4592,"['pinstripe', 'dark']",1526024.jpeg
4593,['tri-color'],2600404.jpeg
4594,"['red', 'phantom']",2600396.jpeg
4595,"['black', 'tri-color']",2655595.jpeg
4596,['partial pinstripe'],2385244.jpeg
4597,['lavender'],2655574.jpeg
4598,"['lilly white', 'axanthic']",2574048.jpeg
4599,"['lilly white', 'axanthic']",2574059.jpeg
4600,"['lilly white', 'axanthic']",2574072.jpeg
4601,['axanthic'],2574095.jpeg
4602,"['lilly white', 'axanthic']",2574092.jpeg
4603,['harlequin'],2385207.jpeg
4604,"['pinstripe', 'tri-color']",2593186.jpeg
4605,"['pinstripe', 'furred']",2374462.jpeg
4606,"['pinstripe', 'white wall', 'tri-color']",2600274.jpeg
4607,"['pinstripe', 'tri-color']",2593167.jpeg
4608,"['pinstripe', 'tri-color']",2593142.jpeg
4609,"['pinstripe', 'lavender']",2374409.jpeg
4610,"['harlequin', 'dark']",2600216.jpeg
4611,"['brindle', 'dalmatian']",2593112.jpeg
4612,['red'],2477713.jpeg
4613,"['lilly white', 'red base']",2477708.jpeg
4614,"['super dalmatian', 'tiger', 'yellow']",2374382.jpeg
4615,"['tri-color', 'halloween']",2593075.jpeg
4616,"['dalmatian', 'reverse pinstripe', 'red spot', 'yellow', 'paradox']",2477695.jpeg
4617,"['dalmatian', 'super dalmatian', 'yellow']",2374356.jpeg
4618,"['dalmatian', 'pinstripe', 'red']",2593047.jpeg
4619,"['pin-dashed', 'tiger', 'dark', 'red base']",2477680.jpeg
4620,['halloween'],2593032.jpeg
4621,"['extreme harlequin', 'lavender', 'drippy']",2536799.jpeg
4622,['tri-color'],2593011.jpeg
4623,"['tiger', 'phantom']",2655404.jpeg
4624,['axanthic'],2536784.jpeg
4625,['harlequin'],2592997.jpeg
4626,"['pinstripe', 'dark', 'red base']",2592983.jpeg
4627,['harlequin'],2592973.jpeg
4628,"['dalmatian', 'het phantom', 'quad-stripe', 'fringing']",2655377.jpeg
4629,['extreme harlequin'],1960056.jpeg
4630,['halloween'],2592961.jpeg
4631,"['het phantom', 'quad-stripe', 'cream']",2655366.jpeg
4632,"['extreme harlequin', 'yellow', 'drippy']",2590524.jpeg
4633,"['harlequin', 'yellow', 'lavender']",2592937.jpeg
4634,"['harlequin', 'dark']",2342548.jpeg
4635,"['harlequin', 'black', 'dark', 'white wall', 'tri-color']",2342541.jpeg
4636,"['het phantom', 'quad-stripe', 'crowned', 'cream', 'yellow']",2655340.jpeg
4637,['harlequin'],2592896.jpeg
4638,"['harlequin', 'portholes']",2592875.jpeg
4639,['harlequin'],2374264.jpeg
4640,"['harlequin', 'lavender']",2301415.jpeg
4641,"['harlequin', 'ink spot', 'lavender']",2299643.jpeg
4642,"['extreme harlequin', 'portholes', 'tri-color']",2301390.jpeg
4643,"['harlequin', 'ink spot', 'lavender']",2299622.jpeg
4644,['tri-color'],2512466.jpeg
4645,['harlequin'],2592856.jpeg
4646,"['pinstripe', 'red']",2512414.jpeg
4647,"['dalmatian', 'red spot', 'red']",2512475.jpeg
4648,['dalmatian'],2592834.jpeg
4649,['dalmatian'],2592793.jpeg
4650,"['pinstripe', 'dark']",2655163.jpeg
4651,"['extreme harlequin', 'harlequin', 'snowflake', 'tri-color']",2655146.jpeg
4652,"['red', 'tri-color', 'drippy']",2592657.jpeg
4653,"['portholes', 'red']",2592634.jpeg
4654,['harlequin'],2654920.jpeg
4655,['axanthic'],2477304.jpeg
4656,"['brindle', 'dalmatian']",2654847.jpeg
4657,"['brindle', 'flame']",2654846.jpeg
4658,['flame'],2460055.jpeg
4659,['harlequin'],2654792.jpeg
4660,"['extreme harlequin', 'portholes', 'orange']",2654776.jpeg
4661,['extreme harlequin'],2340704.jpeg
4662,"['pos brindle', 'dalmatian', 'partial pinstripe']",2438269.jpeg
4663,"['tiger', 'white out', 'empty back', 'super stripe']",2553783.jpeg
4664,['lavender'],2553746.jpeg
4665,"['dalmatian', 'pinstripe', 'white out']",2553630.jpeg
4666,"['harlequin', 'white out', 'red']",2553580.jpeg
4667,"['pinstripe', 'pos quad-stripe', 'lavender']",2591996.jpeg
4668,['white out'],2654230.jpeg
4669,"['dalmatian', 'lavender']",2654217.jpeg
4670,"['harlequin', 'white out', 'white wall', 'soft scale', 'phantom']",2654206.jpeg
4671,"['tiger', 'white out', 'tangerine', 'white wall', 'soft scale', 'phantom']",2654191.jpeg
4672,"['white out', 'tangerine', 'white wall', 'phantom', 'super soft scale', 'red base']",2654181.jpeg
4673,"['pinstripe', 'portholes', 'tri-color', 'red base']",2591879.jpeg
4674,['super dalmatian'],2591871.jpeg
4675,['drippy'],2399977.jpeg
4676,['extreme harlequin'],2309499.jpeg
4677,"['dalmatian', 'red spot']",2202416.jpeg
4678,['dark'],2131264.jpeg
4679,['dark'],2131252.jpeg
4680,"['dalmatian', 'pos super dalmatian', 'red spot']",2034623.jpeg
4681,"['extreme harlequin', 'red', 'red base']",1593818.jpeg
4682,['harlequin'],2591848.jpeg
4683,"['red', 'black', 'white wall', 'tri-color']",2654112.jpeg
4684,"['pos quad-stripe', 'empty back', 'red base']",2591769.jpeg
4685,"['dalmatian', 'super dalmatian', 'ink spot', 'yellow']",2591764.jpeg
4686,"['cream', 'tangerine', 'white wall', 'soft scale', 'empty back', 'super stripe']",2654097.jpeg
4687,['extreme harlequin'],2654084.jpeg
4688,"['tri-color', 'lilly white', 'red base']",2591740.jpeg
4689,"['super dalmatian', 'white wall', 'soft scale', 'phantom']",2654066.jpeg
4690,"['extreme harlequin', 'tangerine', 'soft scale', 'phantom']",2654061.jpeg
4691,"['red', 'phantom']",2654052.jpeg
4692,"['pinstripe', 'red', 'tri-color', 'red base']",2591698.jpeg
4693,"['white out', 'lavender', 'soft scale', 'phantom']",2654045.jpeg
4694,"['dalmatian', 'white out', 'portholes', 'red', 'red base']",2654018.jpeg
4695,"['pinstripe', 'quad-stripe']",2654002.jpeg
4696,"['super dalmatian', 'tiger', 'white wall', 'soft scale', 'phantom']",2654000.jpeg
4697,"['extreme harlequin', 'lavender']",2552797.jpeg
4698,"['harlequin', 'partial pinstripe']",2653976.jpeg
4699,['harlequin'],2653951.jpeg
4700,"['harlequin', 'lavender']",2421753.jpeg
4701,"['harlequin', 'pinstripe', 'portholes']",2653939.jpeg
4702,['super dalmatian'],2653927.jpeg
4703,['lavender'],2653922.jpeg
4704,"['super dalmatian', 'white out', 'portholes', 'white wall', 'phantom']",2653902.jpeg
4705,['dalmatian'],2653877.jpeg
4706,"['harlequin', 'pinstripe', 'ink spot']",2653856.jpeg
4707,"['super dalmatian', 'white wall', 'phantom']",2653818.jpeg
4708,"['harlequin', 'partial pinstripe']",2653815.jpeg
4709,"['harlequin', 'white wall', 'phantom']",2653807.jpeg
4710,"['pinstripe', 'ink spot']",2653783.jpeg
4711,['super dalmatian'],2653780.jpeg
4712,"['dalmatian', 'phantom']",2653778.jpeg
4713,"['brindle', 'harlequin', 'yellow']",2591468.jpeg
4714,"['super dalmatian', 'tiger', 'tangerine', 'white wall', 'soft scale', 'phantom']",2653771.jpeg
4715,"['brindle', 'dalmatian', 'super dalmatian', 'yellow']",2591461.jpeg
4716,"['dalmatian', 'yellow']",2213447.jpeg
4717,"['extreme harlequin', 'harlequin', 'tri-color']",2320115.jpeg
4718,"['dalmatian', 'harlequin']",2461020.jpeg
4719,"['extreme harlequin', 'harlequin', 'partial pinstripe']",2219695.jpeg
4720,"['extreme harlequin', 'tri-color']",2461028.jpeg
4721,"['extreme harlequin', 'lavender', 'tri-color']",2472104.jpeg
4722,['harlequin'],2653759.jpeg
4723,"['pinstripe', 'quad-stripe', 'tri-color', 'white tip']",2428272.jpeg
4724,['harlequin'],2653735.jpeg
4725,"['extreme harlequin', 'lavender']",2653728.jpeg
4726,"['cream', 'yellow']",2130552.jpeg
4727,"['harlequin', 'partial pinstripe', 'tri-color']",2131137.jpeg
4728,"['harlequin', 'partial pinstripe', 'red', 'tri-color']",2130403.jpeg
4729,"['harlequin', 'red', 'tri-color']",2130425.jpeg
4730,"['harlequin', 'pinstripe', 'tri-color']",2131113.jpeg
4731,"['tiger', 'yellow']",2130299.jpeg
4732,"['harlequin', 'partial pinstripe', 'tri-color']",2131148.jpeg
4733,"['flame', 'red']",2130862.jpeg
4734,"['partial pinstripe', 'cream', 'red']",2130543.jpeg
4735,"['partial pinstripe', 'reverse pinstripe', 'yellow']",2130471.jpeg
4736,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot', 'red', 'red base']",2007606.jpeg
4737,"['extreme harlequin', 'fringing', 'dark', 'tri-color', 'white tip']",1829461.jpeg
4738,"['harlequin', 'partial pinstripe', 'tri-color']",2130957.jpeg
4739,"['dalmatian', 'reverse pinstripe', 'furred', 'orange', 'yellow', 'super stripe', 'phantom']",2428246.jpeg
4740,"['harlequin', 'yellow', 'dark']",2453054.jpeg
4741,"['harlequin', 'white out', 'tangerine', 'soft scale', 'phantom']",2653644.jpeg
4742,"['harlequin', 'white wall', 'soft scale', 'phantom']",2653632.jpeg
4743,"['dalmatian', 'tangerine', 'white wall', 'phantom']",2653590.jpeg
4744,['dalmatian'],2653567.jpeg
4745,"['dalmatian', 'tiger', 'tangerine', 'white wall', 'phantom']",2653561.jpeg
4746,['white out'],2653556.jpeg
4747,['white out'],2653549.jpeg
4748,"['dalmatian', 'ink spot', 'tangerine', 'white wall', 'soft scale', 'empty back', 'super stripe']",2653538.jpeg
4749,"['super dalmatian', 'tiger', 'tangerine', 'white wall', 'phantom']",2653518.jpeg
4750,"['pinstripe', 'lavender', 'white wall', 'tri-color']",2428181.jpeg
4751,"['extreme harlequin', 'harlequin', 'blonde']",2450807.jpeg
4752,"['pinstripe', 'red']",2428150.jpeg
4753,"['dalmatian', 'partial pinstripe', 'pinstripe', 'ink spot', 'red']",2428141.jpeg
4754,"['brindle', 'partial pinstripe', 'quad-stripe', 'reverse pinstripe', 'yellow', 'phantom']",2428098.jpeg
4755,['harlequin'],983567.jpeg
4756,"['harlequin', 'quad-stripe', 'kneecaps', 'cream', 'dark']",2476223.jpeg
4757,"['dalmatian', 'harlequin', 'cream', 'tangerine', 'dark']",2476206.jpeg
4758,"['dalmatian', 'harlequin', 'cream']",2476179.jpeg
4759,"['extreme harlequin', 'tri-color']",2307241.jpeg
4760,"['harlequin', 'quad-stripe', 'kneecaps', 'tangerine', 'dark']",2476169.jpeg
4761,"['harlequin', 'pinstripe', 'quad-stripe', 'pos quad-stripe', 'cream', 'dark']",2476157.jpeg
4762,"['extreme harlequin', 'partial pinstripe', 'drippy']",757526.jpeg
4763,['quad-stripe'],1690501.jpeg
4764,"['extreme harlequin', 'harlequin', 'pinstripe', 'quad-stripe', 'dark']",2233998.jpeg
4765,"['quad-stripe', 'tangerine', 'dark', 'halloween']",2590469.jpeg
4766,"['super dalmatian', 'portholes', 'yellow']",2652950.jpeg
4767,"['portholes', 'yellow', 'phantom']",2652948.jpeg
4768,"['het phantom', 'quad-stripe', 'crowned', 'yellow']",2590457.jpeg
4769,"['brindle', 'harlequin', 'dark', 'tri-color']",2652929.jpeg
4770,"['extreme harlequin', 'harlequin']",2590404.jpeg
4771,"['pinstripe', 'red']",2372644.jpeg
4772,"['lilly white', 'cappuccino', 'phantom']",1746444.jpeg
4773,"['extreme harlequin', 'harlequin', 'dark']",2372630.jpeg
4774,"['harlequin', 'quad-stripe', 'fringing', 'orange', 'dark']",2652871.jpeg
4775,"['flame', 'red', 'bi-color']",2652853.jpeg
4776,"['dalmatian', 'red', 'phantom']",2652829.jpeg
4777,"['orange', 'tri-color']",2652827.jpeg
4778,"['dalmatian', 'yellow', 'bi-color']",2652823.jpeg
4779,"['brindle', 'peppered', 'fringing', 'tipped crests', 'yellow']",2652815.jpeg
4780,"['tiger', 'olive', 'phantom']",2597924.jpeg
