,Color,Traits,Image Name
2418,['dark'],"['dalmatian', 'harlequin', 'pinstripe', 'quad-stripe', 'fringing']",2656879.jpeg
2419,['red'],"['dalmatian', 'harlequin', 'fringing', 'tri-color']",2656858.jpeg
2420,['red'],"['brindle', 'reverse pinstripe', 'snowflake']",2656834.jpeg
2421,['red'],['phantom'],2556133.jpeg
2422,['yellow'],"['harlequin', 'pinstripe', 'drippy']",2556040.jpeg
2423,['dark'],"['tiger', 'portholes']",2555967.jpeg
2424,['dark'],"['brindle', 'harlequin', 'tri-color']",2555893.jpeg
2425,['dark'],['dalmatian'],2656584.jpeg
2426,['red'],"['super dalmatian', 'red spot']",2309139.jpeg
2427,['red'],['bi-color'],2656525.jpeg
2428,['red'],['lilly white'],2656512.jpeg
2429,['red'],"['brindle', 'dalmatian', 'phantom']",2656493.jpeg
2430,['red'],"['snowflake', 'lilly white']",2656481.jpeg
2431,['red'],"['dalmatian', 'ink spot', 'phantom']",2656459.jpeg
2432,['lavender'],"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'blonde']",2309049.jpeg
2433,['dark'],"['harlequin', 'pinstripe']",1654865.jpeg
2434,['cream'],"['harlequin', 'snowflake', 'white wall', 'tri-color', 'drippy']",714590.jpeg
2435,['red'],"['extreme harlequin', 'pinstripe']",2428437.jpeg
2436,['red'],['phantom'],2269921.jpeg
2437,['red'],['harlequin'],2269916.jpeg
2438,['red'],"['lilly white', 'phantom']",2269914.jpeg
2439,['yellow'],"['pinstripe', 'quad-stripe']",1471947.jpeg
2440,['dark'],"['extreme harlequin', 'tiger']",2337436.jpeg
2441,"['cream', 'lavender']","['extreme harlequin', 'drippy']",2131237.jpeg
2442,['cream'],"['brindle', 'dalmatian', 'harlequin', 'pinstripe', 'super dalmatian']",2385610.jpeg
2443,['dark'],[],2656014.jpeg
2444,['red'],"['extreme harlequin', 'harlequin', 'tri-color']",2656002.jpeg
2445,['cream'],"['harlequin', 'tri-color']",2342987.jpeg
2446,['red'],['dalmatian'],2655950.jpeg
2447,['red'],['harlequin'],2600738.jpeg
2448,['red'],"['super dalmatian', 'red spot', 'phantom']",2600717.jpeg
2449,['dark'],['pinstripe'],2600700.jpeg
2450,['red'],['harlequin'],2655883.jpeg
2451,['red'],['flame'],2655806.jpeg
2452,['dark'],"['harlequin', 'pinstripe']",2593444.jpeg
2453,['dark'],['pinstripe'],1526024.jpeg
2454,['red'],['phantom'],2600396.jpeg
2455,['dark'],['tri-color'],2655595.jpeg
2456,['lavender'],[],2655574.jpeg
2457,['lavender'],['pinstripe'],2374409.jpeg
2458,['dark'],['harlequin'],2600216.jpeg
2459,['red'],[],2477713.jpeg
2460,['red'],['lilly white'],2477708.jpeg
2461,['yellow'],"['super dalmatian', 'tiger']",2374382.jpeg
2462,['dark'],['tri-color'],2593075.jpeg
2463,['yellow'],"['dalmatian', 'reverse pinstripe', 'red spot', 'paradox']",2477695.jpeg
2464,['yellow'],"['dalmatian', 'super dalmatian']",2374356.jpeg
2465,['red'],"['dalmatian', 'pinstripe']",2593047.jpeg
2466,"['dark', 'red']","['pin-dashed', 'tiger']",2477680.jpeg
2467,['dark'],[],2593032.jpeg
2468,['lavender'],"['extreme harlequin', 'drippy']",2536799.jpeg
2469,"['dark', 'red']",['pinstripe'],2592983.jpeg
2470,['dark'],[],2592961.jpeg
2471,['cream'],"['het phantom', 'quad-stripe']",2655366.jpeg
2472,['yellow'],"['extreme harlequin', 'drippy']",2590524.jpeg
2473,"['lavender', 'yellow']",['harlequin'],2592937.jpeg
2474,['dark'],['harlequin'],2342548.jpeg
2475,['dark'],"['harlequin', 'white wall', 'tri-color']",2342541.jpeg
2476,"['cream', 'yellow']","['het phantom', 'quad-stripe', 'crowned']",2655340.jpeg
2477,['lavender'],['harlequin'],2301415.jpeg
2478,['lavender'],"['harlequin', 'ink spot']",2299643.jpeg
2479,['lavender'],"['harlequin', 'ink spot']",2299622.jpeg
2480,['red'],['pinstripe'],2512414.jpeg
2481,['red'],"['dalmatian', 'red spot']",2512475.jpeg
2482,['dark'],['pinstripe'],2655163.jpeg
2483,['red'],"['tri-color', 'drippy']",2592657.jpeg
2484,['red'],['portholes'],2592634.jpeg
2485,['red'],"['extreme harlequin', 'portholes']",2654776.jpeg
2486,['lavender'],[],2553746.jpeg
2487,['red'],"['harlequin', 'white out']",2553580.jpeg
2488,['lavender'],"['pinstripe', 'pos quad-stripe']",2591996.jpeg
2489,['lavender'],['dalmatian'],2654217.jpeg
2490,['red'],"['white out', 'tangerine', 'white wall', 'phantom', 'super soft scale']",2654181.jpeg
2491,['red'],"['pinstripe', 'portholes', 'tri-color']",2591879.jpeg
2492,['dark'],[],2131264.jpeg
2493,['dark'],[],2131252.jpeg
2494,['red'],['extreme harlequin'],1593818.jpeg
2495,"['dark', 'red']","['white wall', 'tri-color']",2654112.jpeg
2496,['red'],"['pos quad-stripe', 'empty back']",2591769.jpeg
2497,['yellow'],"['dalmatian', 'super dalmatian', 'ink spot']",2591764.jpeg
2498,['cream'],"['tangerine', 'white wall', 'soft scale', 'empty back', 'super stripe']",2654097.jpeg
2499,['red'],"['tri-color', 'lilly white']",2591740.jpeg
2500,['red'],['phantom'],2654052.jpeg
2501,['red'],"['pinstripe', 'tri-color']",2591698.jpeg
2502,['lavender'],"['white out', 'soft scale', 'phantom']",2654045.jpeg
2503,['red'],"['dalmatian', 'white out', 'portholes']",2654018.jpeg
2504,['lavender'],['extreme harlequin'],2552797.jpeg
2505,['lavender'],['harlequin'],2421753.jpeg
2506,['lavender'],[],2653922.jpeg
2507,['yellow'],"['brindle', 'harlequin']",2591468.jpeg
2508,['yellow'],"['brindle', 'dalmatian', 'super dalmatian']",2591461.jpeg
2509,['yellow'],['dalmatian'],2213447.jpeg
2510,['lavender'],"['extreme harlequin', 'tri-color']",2472104.jpeg
2511,['lavender'],['extreme harlequin'],2653728.jpeg
2512,"['cream', 'yellow']",[],2130552.jpeg
2513,['red'],"['harlequin', 'partial pinstripe', 'tri-color']",2130403.jpeg
2514,['red'],"['harlequin', 'tri-color']",2130425.jpeg
2515,['yellow'],['tiger'],2130299.jpeg
2516,['red'],['flame'],2130862.jpeg
2517,"['cream', 'red']",['partial pinstripe'],2130543.jpeg
2518,['yellow'],"['partial pinstripe', 'reverse pinstripe']",2130471.jpeg
2519,['red'],"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2007606.jpeg
2520,['dark'],"['extreme harlequin', 'fringing', 'tri-color', 'white tip']",1829461.jpeg
2521,"['red', 'yellow']","['dalmatian', 'reverse pinstripe', 'furred', 'super stripe', 'phantom']",2428246.jpeg
2522,"['dark', 'yellow']",['harlequin'],2453054.jpeg
2523,['lavender'],"['pinstripe', 'white wall', 'tri-color']",2428181.jpeg
2524,['red'],['pinstripe'],2428150.jpeg
2525,['red'],"['dalmatian', 'partial pinstripe', 'pinstripe', 'ink spot']",2428141.jpeg
2526,['yellow'],"['brindle', 'partial pinstripe', 'quad-stripe', 'reverse pinstripe', 'phantom']",2428098.jpeg
2527,"['cream', 'dark']","['harlequin', 'quad-stripe', 'kneecaps']",2476223.jpeg
2528,"['cream', 'dark']","['dalmatian', 'harlequin', 'tangerine']",2476206.jpeg
2529,['cream'],"['dalmatian', 'harlequin']",2476179.jpeg
2530,['dark'],"['harlequin', 'quad-stripe', 'kneecaps', 'tangerine']",2476169.jpeg
2531,"['cream', 'dark']","['harlequin', 'pinstripe', 'quad-stripe', 'pos quad-stripe']",2476157.jpeg
2532,['dark'],"['extreme harlequin', 'harlequin', 'pinstripe', 'quad-stripe']",2233998.jpeg
2533,['dark'],"['quad-stripe', 'tangerine']",2590469.jpeg
2534,['yellow'],"['super dalmatian', 'portholes']",2652950.jpeg
2535,['yellow'],"['portholes', 'phantom']",2652948.jpeg
2536,['yellow'],"['het phantom', 'quad-stripe', 'crowned']",2590457.jpeg
2537,['dark'],"['brindle', 'harlequin', 'tri-color']",2652929.jpeg
2538,['red'],['pinstripe'],2372644.jpeg
2539,['dark'],"['extreme harlequin', 'harlequin']",2372630.jpeg
2540,"['dark', 'red']","['harlequin', 'quad-stripe', 'fringing']",2652871.jpeg
2541,['red'],"['flame', 'bi-color']",2652853.jpeg
2542,['red'],"['dalmatian', 'phantom']",2652829.jpeg
2543,['red'],['tri-color'],2652827.jpeg
2544,['yellow'],"['dalmatian', 'bi-color']",2652823.jpeg
2545,['yellow'],"['brindle', 'peppered', 'fringing', 'tipped crests']",2652815.jpeg
2546,['olive'],"['tiger', 'phantom']",2597924.jpeg
2547,['dark'],['harlequin'],2652683.jpeg
2548,['dark'],"['harlequin', 'pinstripe', 'quad-stripe']",2652671.jpeg
2549,['red'],['extreme harlequin'],2336378.jpeg
2550,['lavender'],"['dalmatian', 'extreme harlequin', 'ink spot']",2280509.jpeg
2551,['yellow'],"['dalmatian', 'tiger', 'tri-color']",2253739.jpeg
2552,['red'],['lilly white'],2387298.jpeg
2553,['cream'],['extreme harlequin'],2046215.jpeg
2554,['red'],"['brindle', 'peppered', 'portholes']",2652659.jpeg
2555,['red'],['reverse pinstripe'],2652647.jpeg
2556,['red'],"['dalmatian', 'portholes', 'phantom']",2652618.jpeg
2557,"['dark', 'red']","['harlequin', 'pinstripe', 'quad-stripe']",2652605.jpeg
2558,['yellow'],"['brindle', 'dalmatian']",2652586.jpeg
2559,"['cream', 'dark']",['extreme harlequin'],1529710.jpeg
2560,"['dark', 'red']","['harlequin', 'tri-color']",2652562.jpeg
2561,['dark'],['harlequin'],2652503.jpeg
2562,['dark'],"['harlequin', 'partial pinstripe', 'white wall', 'tri-color']",2652494.jpeg
2563,['red'],['dalmatian'],2652464.jpeg
2564,['yellow'],"['brindle', 'dalmatian']",2652432.jpeg
2565,['yellow'],['dalmatian'],2534021.jpeg
2566,['red'],"['portholes', 'phantom']",2652412.jpeg
2567,"['dark', 'red']","['harlequin', 'partial pinstripe']",2652377.jpeg
2568,['red'],"['brindle', 'quad-stripe', 'reverse pinstripe']",2652371.jpeg
2569,['red'],"['harlequin', 'partial pinstripe', 'tri-color']",2652357.jpeg
2570,['yellow'],"['dalmatian', 'peppered']",2652322.jpeg
2571,['yellow'],"['portholes', 'crowned']",2427432.jpeg
2572,"['dark', 'red']","['harlequin', 'portholes']",2652304.jpeg
2573,['dark'],['pinstripe'],2652295.jpeg
2574,['dark'],"['pinstripe', 'white wall', 'tri-color']",2427420.jpeg
2575,['dark'],"['dalmatian', 'phantom']",2652280.jpeg
2576,['red'],"['dalmatian', 'tiger']",2652260.jpeg
2577,['red'],"['brindle', 'fringing']",2652234.jpeg
2578,['red'],"['pinstripe', 'tangerine', 'tri-color']",2427371.jpeg
2579,['dark'],"['harlequin', 'pinstripe']",2551201.jpeg
2580,"['cream', 'red']","['harlequin', 'pinstripe']",2551179.jpeg
2581,['lavender'],"['partial pinstripe', 'pinstripe', 'white wall', 'tri-color']",2427320.jpeg
2582,"['red', 'yellow']","['harlequin', 'partial pinstripe', 'reverse pinstripe']",2652041.jpeg
2583,['dark'],"['pinstripe', 'super stripe']",2427247.jpeg
2584,['yellow'],[],2226885.jpeg
2585,"['red', 'yellow']","['pinstripe', 'drippy']",2551038.jpeg
2586,['red'],"['dalmatian', 'portholes']",2551002.jpeg
2587,['yellow'],"['fringing', 'phantom']",2651977.jpeg
2588,['red'],"['harlequin', 'portholes']",2651967.jpeg
2589,['olive'],['phantom'],1851371.jpeg
2590,"['cream', 'red']","['dalmatian', 'harlequin']",2550936.jpeg
2591,['lavender'],"['harlequin', 'snowflake']",2651925.jpeg
2592,['yellow'],"['pinstripe', 'quad-stripe', 'drippy']",2550886.jpeg
2593,['dark'],['quad-stripe'],2472128.jpeg
2594,['red'],"['harlequin', 'pin-dashed', 'portholes']",2406733.jpeg
2595,"['lavender', 'red', 'yellow']","['dalmatian', 'pinstripe', 'reverse pinstripe', 'snowflake', 'white wall', 'lilly white', 'empty back', 'phantom']",2651853.jpeg
2596,['red'],"['portholes', 'fringing', 'kneecaps', 'bi-color', 'phantom', 'patternless']",2516548.jpeg
2597,['yellow'],[],2371843.jpeg
2598,['dark'],[],2651392.jpeg
2599,['olive'],"['dalmatian', 'pinstripe', 'crowned']",2462419.jpeg
2600,"['dark', 'lavender']","['dalmatian', 'peppered', 'phantom']",2462381.jpeg
2601,['red'],"['dalmatian', 'lilly white', 'empty back']",2462428.jpeg
2602,"['dark', 'lavender']","['harlequin', 'bi-color']",2478035.jpeg
2603,"['dark', 'lavender']","['dalmatian', 'snowflake', 'furred', 'bi-color']",2478041.jpeg
2604,['red'],"['dalmatian', 'snowflake', 'portholes']",2487757.jpeg
2605,['dark'],"['tipped crests', 'white wall', 'tri-color', 'white tip']",2371413.jpeg
2606,['red'],"['snowflake', 'portholes', 'drippy']",2587127.jpeg
2607,['red'],['lilly white'],2587091.jpeg
2608,['yellow'],"['flame', 'harlequin']",2651090.jpeg
2609,['dark'],[],2358036.jpeg
2610,"['dark', 'red']","['dalmatian', 'tiger', 'phantom']",2650977.jpeg
2611,['red'],['harlequin'],2650957.jpeg
2612,['red'],"['pinstripe', 'snowflake']",2650941.jpeg
2613,['red'],"['dalmatian', 'bi-color', 'phantom']",2650914.jpeg
2614,['dark'],"['harlequin', 'pinstripe']",1654832.jpeg
2615,['red'],"['dalmatian', 'portholes', 'phantom']",2650888.jpeg
2616,['red'],['patternless'],2588235.jpeg
2617,['red'],['extreme harlequin'],2650740.jpeg
2618,['red'],"['extreme harlequin', 'white wall']",2513545.jpeg
2619,['red'],"['lilly white', 'phantom']",2588050.jpeg
2620,['dark'],[],2588045.jpeg
2621,['red'],['tri-color'],2587909.jpeg
2622,['yellow'],"['dalmatian', 'flame', 'partial pinstripe', 'portholes']",2587893.jpeg
2623,['dark'],"['harlequin', 'partial pinstripe', 'tri-color']",2587881.jpeg
2624,['red'],"['het phantom', 'tri-color']",2595913.jpeg
2625,['dark'],"['soft scale', 'phantom']",2549401.jpeg
2626,"['red', 'yellow']","['pinstripe', 'quad-stripe']",2549373.jpeg
2627,"['cream', 'dark', 'red']","['harlequin', 'pinstripe']",2549368.jpeg
2628,"['dark', 'red']",['tailless'],2650489.jpeg
2629,"['cream', 'red']","['harlequin', 'white wall']",2248077.jpeg
2630,"['cream', 'lavender']","['extreme harlequin', 'harlequin', 'snowflake', 'drippy']",2587769.jpeg
2631,['red'],[],2650341.jpeg
2632,['red'],"['dalmatian', 'phantom']",2313781.jpeg
2633,['red'],"['brindle', 'dalmatian']",2314060.jpeg
2634,['dark'],[],2314077.jpeg
2635,['yellow'],"['flame', 'portholes']",2587483.jpeg
2636,['red'],"['pinstripe', 'quad-stripe', 'crowned']",2179368.jpeg
2637,['lavender'],"['pinstripe', 'quad-stripe']",2453408.jpeg
2638,['dark'],['harlequin'],2650140.jpeg
2639,['dark'],['harlequin'],2650133.jpeg
2640,"['cream', 'yellow']",[],2650125.jpeg
2641,['yellow'],['patternless'],2531151.jpeg
2642,['dark'],"['dalmatian', 'tri-color']",2129015.jpeg
2643,"['cream', 'red']","['dalmatian', 'harlequin']",2547985.jpeg
2644,['red'],"['quad-stripe', 'drippy']",2586800.jpeg
2645,['yellow'],"['empty back', 'phantom']",2586742.jpeg
2646,['lavender'],"['pinstripe', 'white out']",2586667.jpeg
2647,['dark'],['pinstripe'],2483093.jpeg
2648,"['cream', 'yellow']",[],2483081.jpeg
2649,['red'],['extreme harlequin'],2586635.jpeg
2650,['red'],[],2586625.jpeg
2651,['red'],"['dalmatian', 'red spot']",2174464.jpeg
2652,['dark'],['pinstripe'],2649502.jpeg
2653,['red'],"['harlequin', 'pinstripe']",2649490.jpeg
2654,['yellow'],"['dalmatian', 'pin-dashed', 'cluster spots']",2174438.jpeg
2655,['dark'],['harlequin'],2649480.jpeg
2656,['cream'],"['pinstripe', 'mocha']",2174429.jpeg
2657,['red'],"['dalmatian', 'super dalmatian', 'phantom']",2530613.jpeg
2658,['dark'],['tri-color'],2649398.jpeg
2659,['dark'],"['pinstripe', 'tri-color']",2594507.jpeg
2660,['dark'],['harlequin'],2594466.jpeg
2661,['red'],"['harlequin', 'portholes', 'drippy']",2594374.jpeg
2662,['lavender'],"['pin-dashed', 'white wall', 'tri-color']",2586132.jpeg
2663,['red'],"['snowflake', 'blushing', 'pos crowned', 'drippy']",2586088.jpeg
2664,['red'],['patternless'],2401157.jpeg
2665,['red'],['flame'],2585694.jpeg
2666,['red'],"['harlequin', 'drippy']",2648678.jpeg
2667,['red'],"['harlequin', 'super dalmatian', 'drippy']",2648672.jpeg
2668,['red'],['dalmatian'],2648662.jpeg
2669,['lavender'],"['dalmatian', 'quad-stripe']",2648657.jpeg
2670,['dark'],"['dalmatian', 'harlequin', 'tri-color']",2302825.jpeg
2671,['red'],"['harlequin', 'portholes']",2302813.jpeg
2672,['red'],"['partial pinstripe', 'phantom']",1654803.jpeg
2673,['yellow'],"['brindle', 'phantom']",2323518.jpeg
2674,['red'],['extreme harlequin'],2585482.jpeg
2675,['yellow'],"['partial pinstripe', 'portholes', 'drippy']",1300624.jpeg
2676,['dark'],"['harlequin', 'drippy']",1654824.jpeg
2677,['red'],"['brindle', 'dalmatian', 'partial pinstripe', 'portholes', 'phantom']",1654863.jpeg
2678,['dark'],"['harlequin', 'partial pinstripe', 'portholes']",1654810.jpeg
2679,['red'],"['brindle', 'dalmatian', 'phantom']",1300622.jpeg
2680,['dark'],"['harlequin', 'pinstripe', 'portholes', 'tri-color']",1300625.jpeg
2681,['red'],"['portholes', 'bi-color']",1654852.jpeg
2682,['dark'],"['extreme harlequin', 'tri-color']",1654807.jpeg
2683,['yellow'],"['brindle', 'pinstripe', 'portholes', 'phantom']",1654809.jpeg
2684,['dark'],"['harlequin', 'pinstripe', 'portholes', 'tri-color']",1654813.jpeg
2685,['dark'],"['harlequin', 'pinstripe', 'portholes']",1654819.jpeg
2686,['red'],"['pinstripe', 'lilly white']",1884490.jpeg
2687,['cream'],['extreme harlequin'],2260683.jpeg
2688,['dark'],"['harlequin', 'partial pinstripe']",2648402.jpeg
2689,['yellow'],['phantom'],2401218.jpeg
2690,['yellow'],"['reverse pinstripe', 'portholes', 'phantom']",2401241.jpeg
2691,['yellow'],"['snowflake', 'portholes', 'phantom']",2401286.jpeg
2692,"['dark', 'red']","['extreme harlequin', 'tri-color']",995224.jpeg
2693,['red'],['harlequin'],1760982.jpeg
2694,"['cream', 'red']","['extreme harlequin', 'harlequin', 'creamsicle']",927947.jpeg
2695,['dark'],['pinstripe'],1884318.jpeg
2696,['dark'],"['white out', 'white wall', 'tri-color', 'drippy']",1761018.jpeg
2697,['lavender'],"['dalmatian', 'pinstripe', 'ink spot', 'bi-color']",561644.jpeg
2698,['yellow'],"['dalmatian', 'quad-stripe', 'phantom']",2229715.jpeg
2699,['yellow'],"['dalmatian', 'pinstripe', 'portholes', 'phantom']",1876791.jpeg
2700,['yellow'],"['partial pinstripe', 'phantom']",2029416.jpeg
2701,['yellow'],"['quad-stripe', 'phantom']",2029407.jpeg
2702,['yellow'],"['quad-stripe', 'phantom']",2023942.jpeg
2703,['yellow'],"['partial pinstripe', 'quad-stripe', 'phantom']",2229729.jpeg
2704,['yellow'],"['quad-stripe', 'phantom']",1828606.jpeg
2705,['yellow'],"['dalmatian', 'pos quad-stripe', 'phantom']",2023939.jpeg
2706,"['lavender', 'red']","['dalmatian', 'super dalmatian', 'red spot']",2648376.jpeg
2707,['red'],['extreme harlequin'],2648371.jpeg
2708,['red'],"['pos dalmatian', 'portholes', 'patternless']",2648349.jpeg
2709,['dark'],"['harlequin', 'partial pinstripe']",2273210.jpeg
2710,['yellow'],['extreme harlequin'],2648221.jpeg
2711,['dark'],"['extreme harlequin', 'harlequin', 'tailless']",2003308.jpeg
2712,"['dark', 'red']","['tiger', 'phantom']",2584659.jpeg
2713,['dark'],"['harlequin', 'tri-color']",2584641.jpeg
2714,['red'],"['harlequin', 'empty back']",2584625.jpeg
2715,['red'],"['harlequin', 'tri-color']",2584567.jpeg
2716,"['cream', 'dark']","['snowflake', 'drippy']",2528891.jpeg
2717,['lavender'],"['harlequin', 'drippy']",2647534.jpeg
2718,['yellow'],['harlequin'],2647545.jpeg
2719,['lavender'],['flame'],1883825.jpeg
2720,['red'],"['harlequin', 'cold fusion']",1763618.jpeg
2721,['red'],"['harlequin', 'pinstripe', 'cold fusion']",1763573.jpeg
2722,['dark'],"['harlequin', 'fringing', 'kneecaps']",1883791.jpeg
2723,['red'],['dalmatian'],2584206.jpeg
2724,['lavender'],"['harlequin', 'pinstripe']",1763399.jpeg
2725,['lavender'],"['harlequin', 'pinstripe']",1763376.jpeg
2726,['dark'],['harlequin'],2647965.jpeg
2727,['red'],['phantom'],2647940.jpeg
2728,['red'],"['extreme harlequin', 'pin-dashed']",1763347.jpeg
2729,['red'],"['dalmatian', 'tiger']",2647928.jpeg
2730,['red'],['phantom'],1763281.jpeg
2731,['red'],[],2260072.jpeg
2732,['red'],['extreme harlequin'],2647861.jpeg
2733,"['dark', 'lavender']",[],2647797.jpeg
2734,['yellow'],"['partial pinstripe', 'reverse pinstripe']",1825114.jpeg
2735,['red'],"['extreme harlequin', 'tri-color']",2647782.jpeg
2736,['dark'],['extreme harlequin'],2583732.jpeg
2737,"['cream', 'dark']",[],2223709.jpeg
2738,['dark'],"['pos black', 'pos dark', 'phantom']",2647543.jpeg
2739,"['lavender', 'red']",['quad-stripe'],2647413.jpeg
2740,['cream'],['tri-color'],2592311.jpeg
2741,['dark'],"['pinstripe', 'drippy']",2647393.jpeg
2742,['red'],"['dalmatian', 'flame']",2592299.jpeg
2743,['yellow'],"['brindle', 'dalmatian', 'partial pinstripe']",2337371.jpeg
2744,['lavender'],"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps']",2643367.jpeg
2745,['dark'],['pinstripe'],2485871.jpeg
2746,['dark'],"['tri-color', 'drippy']",2357849.jpeg
2747,['red'],[],2646784.jpeg
2748,['red'],[],2646764.jpeg
2749,['red'],['extreme harlequin'],2646749.jpeg
2750,['yellow'],"['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'furred']",2510514.jpeg
2751,['yellow'],['pinstripe'],2420123.jpeg
2752,['dark'],[],2527020.jpeg
2753,['red'],"['lilly white', 'phantom']",2527009.jpeg
2754,['dark'],"['harlequin', 'pinstripe']",1654843.jpeg
2755,['red'],"['lilly white', 'phantom']",2526995.jpeg
2756,['dark'],"['harlequin', 'partial pinstripe']",1654845.jpeg
2757,['dark'],['harlequin'],2526969.jpeg
2758,['dark'],['harlequin'],1300630.jpeg
2759,['dark'],['harlequin'],2496123.jpeg
2760,['red'],['harlequin'],2496147.jpeg
2761,['dark'],"['harlequin', 'partial pinstripe']",2646380.jpeg
2762,['red'],"['harlequin', 'kneecaps', 'blushing']",2646343.jpeg
2763,"['cream', 'red']","['pos dalmatian', 'harlequin', 'blushing', 'pos furred']",2646337.jpeg
2764,['dark'],['harlequin'],2646332.jpeg
2765,['dark'],['quad-stripe'],2358403.jpeg
2766,['red'],"['harlequin', 'pinstripe', 'portholes', 'kneecaps', 'blushing']",2646318.jpeg
2767,['red'],"['dalmatian', 'oil spot', 'red spot', 'pos portholes', 'pos fringing', 'blushing', 'furred']",1063790.jpeg
2768,['dark'],[],2526608.jpeg
2769,['red'],"['lilly white', 'phantom']",2526594.jpeg
2770,['dark'],"['lilly white', 'phantom']",2526588.jpeg
2771,['red'],"['brindle', 'lilly white', 'phantom']",2646119.jpeg
2772,['red'],"['lilly white', 'phantom']",2646101.jpeg
2773,['red'],"['extreme harlequin', 'harlequin']",2581759.jpeg
2774,['dark'],['pinstripe'],2581751.jpeg
2775,['lavender'],['tri-color'],2646081.jpeg
2776,['dark'],"['tangerine', 'tri-color']",2421744.jpeg
2777,['red'],"['soft scale', 'phantom']",2421726.jpeg
2778,['red'],['dalmatian'],2421720.jpeg
2779,['red'],"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake']",2646040.jpeg
2780,['dark'],['pinstripe'],2581669.jpeg
2781,['red'],['harlequin'],2421634.jpeg
2782,['dark'],"['pinstripe', 'white out']",2581647.jpeg
2783,['red'],[],2581588.jpeg
2784,['dark'],['portholes'],2421546.jpeg
2785,['red'],['dalmatian'],2581559.jpeg
2786,['dark'],"['portholes', 'phantom']",2581534.jpeg
2787,['red'],"['flame', 'partial pinstripe']",1881227.jpeg
2788,['red'],"['lilly white', 'phantom']",2581500.jpeg
2789,['dark'],['tri-color'],2581484.jpeg
2790,['dark'],"['extreme harlequin', 'harlequin', 'pin-dashed', 'fringing', 'white wall', 'tri-color', 'white tip']",2510199.jpeg
2791,['yellow'],['dalmatian'],2510109.jpeg
2792,['yellow'],"['flame', 'partial pinstripe']",1881184.jpeg
2793,['yellow'],['pinstripe'],2581439.jpeg
2794,['yellow'],"['brindle', 'dalmatian', 'pinstripe']",2073864.jpeg
2795,['dark'],['harlequin'],2402498.jpeg
2796,['lavender'],['quad-stripe'],2402482.jpeg
2797,['lavender'],"['pinstripe', 'quad-stripe', 'tri-color']",2073822.jpeg
2798,['red'],"['extreme harlequin', 'harlequin']",2073797.jpeg
2799,['dark'],['phantom'],2073857.jpeg
2800,['yellow'],"['dalmatian', 'pinstripe', 'quad-stripe', 'reverse pinstripe']",2073841.jpeg
2801,['dark'],[],2402578.jpeg
2802,['dark'],"['pinstripe', 'tri-color']",2402507.jpeg
2803,['dark'],['extreme harlequin'],2402535.jpeg
2804,['dark'],"['dalmatian', 'extreme harlequin']",2402565.jpeg
2805,['red'],[],2402570.jpeg
2806,['yellow'],"['harlequin', 'partial pinstripe']",2402538.jpeg
2807,['yellow'],"['brindle', 'phantom']",1881084.jpeg
2808,['dark'],['tri-color'],2581299.jpeg
2809,['red'],"['extreme harlequin', 'het phantom']",2581268.jpeg
2810,"['dark', 'red']","['dalmatian', 'portholes']",2645648.jpeg
2811,"['dark', 'red']","['dalmatian', 'portholes']",2645639.jpeg
2812,['dark'],['dalmatian'],2645625.jpeg
2813,['red'],['dalmatian'],2645620.jpeg
2814,['red'],"['harlequin', 'pinstripe']",2377724.jpeg
2815,['olive'],"['brindle', 'dalmatian']",2421069.jpeg
2816,['red'],"['dalmatian', 'bi-color']",2377640.jpeg
2817,['dark'],"['harlequin', 'pinstripe']",2377637.jpeg
2818,['yellow'],"['harlequin', 'pinstripe']",2377601.jpeg
2819,['red'],"['dalmatian', 'bi-color']",2377581.jpeg
2820,"['cream', 'dark']",[],2645551.jpeg
2821,"['dark', 'red']","['dalmatian', 'phantom']",2645547.jpeg
2822,['red'],['flame'],1730060.jpeg
2823,"['dark', 'red']","['dalmatian', 'drippy']",2645417.jpeg
2824,['lavender'],[],2580793.jpeg
2825,['red'],"['harlequin', 'partial pinstripe']",2507704.jpeg
2826,['red'],"['tiger', 'phantom']",2525394.jpeg
2827,['olive'],"['extreme harlequin', 'het phantom']",2525337.jpeg
2828,['lavender'],['het phantom'],2525276.jpeg
2829,['red'],"['dalmatian', 'super dalmatian', 'ink spot', 'phantom']",2580564.jpeg
2830,['red'],"['dalmatian', 'red spot', 'portholes']",2580554.jpeg
2831,['red'],['harlequin'],2580500.jpeg
2832,['yellow'],['harlequin'],2580413.jpeg
2833,"['cream', 'dark']","['harlequin', 'snowflake']",2525077.jpeg
2834,['red'],[],2125215.jpeg
2835,['red'],[],2332492.jpeg
2836,['dark'],[],2580093.jpeg
2837,['dark'],"['harlequin', 'portholes']",2524522.jpeg
2838,['dark'],"['extreme harlequin', 'harlequin']",2298282.jpeg
2839,['dark'],"['harlequin', 'partial pinstripe']",2524474.jpeg
2840,['dark'],"['harlequin', 'partial pinstripe']",2323264.jpeg
2841,['dark'],"['harlequin', 'pinstripe', 'portholes', 'tri-color']",2524417.jpeg
