,Traits,Image Name,cream,dark,lavender,olive,red,yellow
2392,"['tiger', 'portholes', 'phantom']",1983745.jpeg,0,0,0,0,1,0
2393,"['brindle', 'dalmatian', 'harlequin', 'brindle', 'dalmatian', 'harlequin']",2557138.jpeg,1,1,0,0,0,0
2394,"['pinstripe', 'white wall', 'creamsicle', 'drippy']",714705.jpeg,0,0,0,0,0,1
2395,"['fringing', 'kneecaps', 'drippy']",2657841.jpeg,0,1,0,0,0,0
2396,"['extreme harlequin', 'tangerine']",2616292.jpeg,0,1,0,0,0,0
2397,"['extreme harlequin', 'cold fusion']",1954927.jpeg,0,1,0,0,0,0
2398,['patternless'],2267130.jpeg,0,0,0,0,1,0
2399,"['extreme harlequin', 'white out', 'snowflake', 'white wall', 'drippy', 'white tip']",2616191.jpeg,0,1,0,0,0,0
2400,"['dalmatian', 'harlequin', 'dalmatian', 'harlequin']",2657575.jpeg,0,1,0,0,0,1
2401,['dalmatian'],2657405.jpeg,0,0,0,0,1,0
2402,"['dalmatian', 'super dalmatian', 'ink spot']",2657394.jpeg,0,0,0,0,0,1
2403,['dalmatian'],2594636.jpeg,0,0,0,0,1,0
2404,['dalmatian'],2343609.jpeg,0,0,0,0,1,0
2405,"['dalmatian', 'red spot']",2343584.jpeg,0,0,0,0,1,0
2406,['tri-color'],2594567.jpeg,0,0,0,0,1,0
2407,"['dalmatian', 'super dalmatian', 'tiger', 'ink spot']",2556318.jpeg,0,0,0,0,0,1
2408,"['harlequin', 'partial pinstripe']",2386338.jpeg,0,0,0,0,1,0
2409,['flame'],2657065.jpeg,0,1,0,0,0,0
2410,['harlequin'],2657027.jpeg,0,1,0,0,0,0
2411,"['dalmatian', 'peppered', 'quad-stripe', 'reverse pinstripe']",2657001.jpeg,0,0,0,0,1,0
2412,"['phantom', 'patternless']",2656998.jpeg,0,0,0,0,1,0
2413,['flame'],2656990.jpeg,0,0,0,0,0,1
2414,['phantom'],2656973.jpeg,0,0,0,0,1,0
2415,"['brindle', 'dalmatian', 'harlequin', 'brindle', 'dalmatian', 'harlequin']",2556208.jpeg,1,1,0,0,0,0
2416,"['extreme harlequin', 'pin-dashed', 'tri-color']",2656921.jpeg,0,1,0,0,0,0
2417,['harlequin'],2656918.jpeg,0,0,0,0,1,0
2418,"['dalmatian', 'harlequin', 'pinstripe', 'quad-stripe', 'fringing']",2656879.jpeg,0,1,0,0,0,0
2419,"['dalmatian', 'harlequin', 'fringing', 'tri-color']",2656858.jpeg,0,0,0,0,1,0
2420,"['brindle', 'reverse pinstripe', 'snowflake']",2656834.jpeg,0,0,0,0,1,0
2421,['phantom'],2556133.jpeg,0,0,0,0,1,0
2422,"['harlequin', 'pinstripe', 'drippy']",2556040.jpeg,0,0,0,0,0,1
2423,"['tiger', 'portholes']",2555967.jpeg,0,1,0,0,0,0
2424,"['brindle', 'harlequin', 'tri-color']",2555893.jpeg,0,1,0,0,0,0
2425,['dalmatian'],2656584.jpeg,0,1,0,0,0,0
2426,"['super dalmatian', 'red spot']",2309139.jpeg,0,0,0,0,1,0
2427,['bi-color'],2656525.jpeg,0,0,0,0,1,0
2428,['lilly white'],2656512.jpeg,0,0,0,0,1,0
2429,"['brindle', 'dalmatian', 'phantom']",2656493.jpeg,0,0,0,0,1,0
2430,"['snowflake', 'lilly white']",2656481.jpeg,0,0,0,0,1,0
2431,"['dalmatian', 'ink spot', 'phantom']",2656459.jpeg,0,0,0,0,1,0
2432,"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'blonde']",2309049.jpeg,0,0,1,0,0,0
2433,"['harlequin', 'pinstripe']",1654865.jpeg,0,1,0,0,0,0
2434,"['harlequin', 'snowflake', 'white wall', 'tri-color', 'drippy']",714590.jpeg,1,0,0,0,0,0
2435,"['extreme harlequin', 'pinstripe']",2428437.jpeg,0,0,0,0,1,0
2436,['phantom'],2269921.jpeg,0,0,0,0,1,0
2437,['harlequin'],2269916.jpeg,0,0,0,0,1,0
2438,"['lilly white', 'phantom']",2269914.jpeg,0,0,0,0,1,0
2439,"['pinstripe', 'quad-stripe']",1471947.jpeg,0,0,0,0,0,1
2440,"['extreme harlequin', 'tiger']",2337436.jpeg,0,1,0,0,0,0
2441,"['extreme harlequin', 'drippy', 'extreme harlequin', 'drippy']",2131237.jpeg,1,0,1,0,0,0
2442,"['brindle', 'dalmatian', 'harlequin', 'pinstripe', 'super dalmatian']",2385610.jpeg,1,0,0,0,0,0
2443,[],2656014.jpeg,0,1,0,0,0,0
2444,"['extreme harlequin', 'harlequin', 'tri-color']",2656002.jpeg,0,0,0,0,1,0
2445,"['harlequin', 'tri-color']",2342987.jpeg,1,0,0,0,0,0
2446,['dalmatian'],2655950.jpeg,0,0,0,0,1,0
2447,['harlequin'],2600738.jpeg,0,0,0,0,1,0
2448,"['super dalmatian', 'red spot', 'phantom']",2600717.jpeg,0,0,0,0,1,0
2449,['pinstripe'],2600700.jpeg,0,1,0,0,0,0
2450,['harlequin'],2655883.jpeg,0,0,0,0,1,0
2451,['flame'],2655806.jpeg,0,0,0,0,1,0
2452,"['harlequin', 'pinstripe']",2593444.jpeg,0,1,0,0,0,0
2453,['pinstripe'],1526024.jpeg,0,1,0,0,0,0
2454,['phantom'],2600396.jpeg,0,0,0,0,1,0
2455,['tri-color'],2655595.jpeg,0,1,0,0,0,0
2456,[],2655574.jpeg,0,0,1,0,0,0
2457,['pinstripe'],2374409.jpeg,0,0,1,0,0,0
2458,['harlequin'],2600216.jpeg,0,1,0,0,0,0
2459,[],2477713.jpeg,0,0,0,0,1,0
2460,['lilly white'],2477708.jpeg,0,0,0,0,1,0
2461,"['super dalmatian', 'tiger']",2374382.jpeg,0,0,0,0,0,1
2462,['tri-color'],2593075.jpeg,0,1,0,0,0,0
2463,"['dalmatian', 'reverse pinstripe', 'red spot', 'paradox']",2477695.jpeg,0,0,0,0,0,1
2464,"['dalmatian', 'super dalmatian']",2374356.jpeg,0,0,0,0,0,1
2465,"['dalmatian', 'pinstripe']",2593047.jpeg,0,0,0,0,1,0
2466,"['pin-dashed', 'tiger', 'pin-dashed', 'tiger']",2477680.jpeg,0,1,0,0,1,0
2467,[],2593032.jpeg,0,1,0,0,0,0
2468,"['extreme harlequin', 'drippy']",2536799.jpeg,0,0,1,0,0,0
2469,"['pinstripe', 'pinstripe']",2592983.jpeg,0,1,0,0,1,0
2470,[],2592961.jpeg,0,1,0,0,0,0
2471,"['het phantom', 'quad-stripe']",2655366.jpeg,1,0,0,0,0,0
2472,"['extreme harlequin', 'drippy']",2590524.jpeg,0,0,0,0,0,1
2473,"['harlequin', 'harlequin']",2592937.jpeg,0,0,1,0,0,1
2474,['harlequin'],2342548.jpeg,0,1,0,0,0,0
2475,"['harlequin', 'white wall', 'tri-color']",2342541.jpeg,0,1,0,0,0,0
2476,"['het phantom', 'quad-stripe', 'crowned', 'het phantom', 'quad-stripe', 'crowned']",2655340.jpeg,1,0,0,0,0,1
2477,['harlequin'],2301415.jpeg,0,0,1,0,0,0
2478,"['harlequin', 'ink spot']",2299643.jpeg,0,0,1,0,0,0
2479,"['harlequin', 'ink spot']",2299622.jpeg,0,0,1,0,0,0
2480,['pinstripe'],2512414.jpeg,0,0,0,0,1,0
2481,"['dalmatian', 'red spot']",2512475.jpeg,0,0,0,0,1,0
2482,['pinstripe'],2655163.jpeg,0,1,0,0,0,0
2483,"['tri-color', 'drippy']",2592657.jpeg,0,0,0,0,1,0
2484,['portholes'],2592634.jpeg,0,0,0,0,1,0
2485,"['extreme harlequin', 'portholes']",2654776.jpeg,0,0,0,0,1,0
2486,[],2553746.jpeg,0,0,1,0,0,0
2487,"['harlequin', 'white out']",2553580.jpeg,0,0,0,0,1,0
2488,"['pinstripe', 'pos quad-stripe']",2591996.jpeg,0,0,1,0,0,0
2489,['dalmatian'],2654217.jpeg,0,0,1,0,0,0
2490,"['white out', 'tangerine', 'white wall', 'phantom', 'super soft scale']",2654181.jpeg,0,0,0,0,1,0
2491,"['pinstripe', 'portholes', 'tri-color']",2591879.jpeg,0,0,0,0,1,0
2492,[],2131264.jpeg,0,1,0,0,0,0
2493,[],2131252.jpeg,0,1,0,0,0,0
2494,['extreme harlequin'],1593818.jpeg,0,0,0,0,1,0
2495,"['white wall', 'tri-color', 'white wall', 'tri-color']",2654112.jpeg,0,1,0,0,1,0
2496,"['pos quad-stripe', 'empty back']",2591769.jpeg,0,0,0,0,1,0
2497,"['dalmatian', 'super dalmatian', 'ink spot']",2591764.jpeg,0,0,0,0,0,1
2498,"['tangerine', 'white wall', 'soft scale', 'empty back', 'super stripe']",2654097.jpeg,1,0,0,0,0,0
2499,"['tri-color', 'lilly white']",2591740.jpeg,0,0,0,0,1,0
2500,['phantom'],2654052.jpeg,0,0,0,0,1,0
2501,"['pinstripe', 'tri-color']",2591698.jpeg,0,0,0,0,1,0
2502,"['white out', 'soft scale', 'phantom']",2654045.jpeg,0,0,1,0,0,0
2503,"['dalmatian', 'white out', 'portholes']",2654018.jpeg,0,0,0,0,1,0
2504,['extreme harlequin'],2552797.jpeg,0,0,1,0,0,0
2505,['harlequin'],2421753.jpeg,0,0,1,0,0,0
2506,[],2653922.jpeg,0,0,1,0,0,0
2507,"['brindle', 'harlequin']",2591468.jpeg,0,0,0,0,0,1
2508,"['brindle', 'dalmatian', 'super dalmatian']",2591461.jpeg,0,0,0,0,0,1
2509,['dalmatian'],2213447.jpeg,0,0,0,0,0,1
2510,"['extreme harlequin', 'tri-color']",2472104.jpeg,0,0,1,0,0,0
2511,['extreme harlequin'],2653728.jpeg,0,0,1,0,0,0
2512,[],2130552.jpeg,1,0,0,0,0,1
2513,"['harlequin', 'partial pinstripe', 'tri-color']",2130403.jpeg,0,0,0,0,1,0
2514,"['harlequin', 'tri-color']",2130425.jpeg,0,0,0,0,1,0
2515,['tiger'],2130299.jpeg,0,0,0,0,0,1
2516,['flame'],2130862.jpeg,0,0,0,0,1,0
2517,"['partial pinstripe', 'partial pinstripe']",2130543.jpeg,1,0,0,0,1,0
2518,"['partial pinstripe', 'reverse pinstripe']",2130471.jpeg,0,0,0,0,0,1
2519,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2007606.jpeg,0,0,0,0,1,0
2520,"['extreme harlequin', 'fringing', 'tri-color', 'white tip']",1829461.jpeg,0,1,0,0,0,0
2521,"['dalmatian', 'reverse pinstripe', 'furred', 'super stripe', 'phantom', 'dalmatian', 'reverse pinstripe', 'furred', 'super stripe', 'phantom']",2428246.jpeg,0,0,0,0,1,1
2522,"['harlequin', 'harlequin']",2453054.jpeg,0,1,0,0,0,1
2523,"['pinstripe', 'white wall', 'tri-color']",2428181.jpeg,0,0,1,0,0,0
2524,['pinstripe'],2428150.jpeg,0,0,0,0,1,0
2525,"['dalmatian', 'partial pinstripe', 'pinstripe', 'ink spot']",2428141.jpeg,0,0,0,0,1,0
2526,"['brindle', 'partial pinstripe', 'quad-stripe', 'reverse pinstripe', 'phantom']",2428098.jpeg,0,0,0,0,0,1
2527,"['harlequin', 'quad-stripe', 'kneecaps', 'harlequin', 'quad-stripe', 'kneecaps']",2476223.jpeg,1,1,0,0,0,0
2528,"['dalmatian', 'harlequin', 'tangerine', 'dalmatian', 'harlequin', 'tangerine']",2476206.jpeg,1,1,0,0,0,0
2529,"['dalmatian', 'harlequin']",2476179.jpeg,1,0,0,0,0,0
2530,"['harlequin', 'quad-stripe', 'kneecaps', 'tangerine']",2476169.jpeg,0,1,0,0,0,0
2531,"['harlequin', 'pinstripe', 'quad-stripe', 'pos quad-stripe', 'harlequin', 'pinstripe', 'quad-stripe', 'pos quad-stripe']",2476157.jpeg,1,1,0,0,0,0
2532,"['extreme harlequin', 'harlequin', 'pinstripe', 'quad-stripe']",2233998.jpeg,0,1,0,0,0,0
2533,"['quad-stripe', 'tangerine']",2590469.jpeg,0,1,0,0,0,0
2534,"['super dalmatian', 'portholes']",2652950.jpeg,0,0,0,0,0,1
2535,"['portholes', 'phantom']",2652948.jpeg,0,0,0,0,0,1
2536,"['het phantom', 'quad-stripe', 'crowned']",2590457.jpeg,0,0,0,0,0,1
2537,"['brindle', 'harlequin', 'tri-color']",2652929.jpeg,0,1,0,0,0,0
2538,['pinstripe'],2372644.jpeg,0,0,0,0,1,0
2539,"['extreme harlequin', 'harlequin']",2372630.jpeg,0,1,0,0,0,0
2540,"['harlequin', 'quad-stripe', 'fringing', 'harlequin', 'quad-stripe', 'fringing']",2652871.jpeg,0,1,0,0,1,0
2541,"['flame', 'bi-color']",2652853.jpeg,0,0,0,0,1,0
2542,"['dalmatian', 'phantom']",2652829.jpeg,0,0,0,0,1,0
2543,['tri-color'],2652827.jpeg,0,0,0,0,1,0
2544,"['dalmatian', 'bi-color']",2652823.jpeg,0,0,0,0,0,1
2545,"['brindle', 'peppered', 'fringing', 'tipped crests']",2652815.jpeg,0,0,0,0,0,1
2546,"['tiger', 'phantom']",2597924.jpeg,0,0,0,1,0,0
2547,['harlequin'],2652683.jpeg,0,1,0,0,0,0
2548,"['harlequin', 'pinstripe', 'quad-stripe']",2652671.jpeg,0,1,0,0,0,0
2549,['extreme harlequin'],2336378.jpeg,0,0,0,0,1,0
2550,"['dalmatian', 'extreme harlequin', 'ink spot']",2280509.jpeg,0,0,1,0,0,0
2551,"['dalmatian', 'tiger', 'tri-color']",2253739.jpeg,0,0,0,0,0,1
2552,['lilly white'],2387298.jpeg,0,0,0,0,1,0
2553,['extreme harlequin'],2046215.jpeg,1,0,0,0,0,0
2554,"['brindle', 'peppered', 'portholes']",2652659.jpeg,0,0,0,0,1,0
2555,['reverse pinstripe'],2652647.jpeg,0,0,0,0,1,0
2556,"['dalmatian', 'portholes', 'phantom']",2652618.jpeg,0,0,0,0,1,0
2557,"['harlequin', 'pinstripe', 'quad-stripe', 'harlequin', 'pinstripe', 'quad-stripe']",2652605.jpeg,0,1,0,0,1,0
2558,"['brindle', 'dalmatian']",2652586.jpeg,0,0,0,0,0,1
2559,"['extreme harlequin', 'extreme harlequin']",1529710.jpeg,1,1,0,0,0,0
2560,"['harlequin', 'tri-color', 'harlequin', 'tri-color']",2652562.jpeg,0,1,0,0,1,0
2561,['harlequin'],2652503.jpeg,0,1,0,0,0,0
2562,"['harlequin', 'partial pinstripe', 'white wall', 'tri-color']",2652494.jpeg,0,1,0,0,0,0
2563,['dalmatian'],2652464.jpeg,0,0,0,0,1,0
2564,"['brindle', 'dalmatian']",2652432.jpeg,0,0,0,0,0,1
2565,['dalmatian'],2534021.jpeg,0,0,0,0,0,1
2566,"['portholes', 'phantom']",2652412.jpeg,0,0,0,0,1,0
2567,"['harlequin', 'partial pinstripe', 'harlequin', 'partial pinstripe']",2652377.jpeg,0,1,0,0,1,0
2568,"['brindle', 'quad-stripe', 'reverse pinstripe']",2652371.jpeg,0,0,0,0,1,0
2569,"['harlequin', 'partial pinstripe', 'tri-color']",2652357.jpeg,0,0,0,0,1,0
2570,"['dalmatian', 'peppered']",2652322.jpeg,0,0,0,0,0,1
2571,"['portholes', 'crowned']",2427432.jpeg,0,0,0,0,0,1
2572,"['harlequin', 'portholes', 'harlequin', 'portholes']",2652304.jpeg,0,1,0,0,1,0
2573,['pinstripe'],2652295.jpeg,0,1,0,0,0,0
2574,"['pinstripe', 'white wall', 'tri-color']",2427420.jpeg,0,1,0,0,0,0
2575,"['dalmatian', 'phantom']",2652280.jpeg,0,1,0,0,0,0
2576,"['dalmatian', 'tiger']",2652260.jpeg,0,0,0,0,1,0
2577,"['brindle', 'fringing']",2652234.jpeg,0,0,0,0,1,0
2578,"['pinstripe', 'tangerine', 'tri-color']",2427371.jpeg,0,0,0,0,1,0
2579,"['harlequin', 'pinstripe']",2551201.jpeg,0,1,0,0,0,0
2580,"['harlequin', 'pinstripe', 'harlequin', 'pinstripe']",2551179.jpeg,1,0,0,0,1,0
2581,"['partial pinstripe', 'pinstripe', 'white wall', 'tri-color']",2427320.jpeg,0,0,1,0,0,0
2582,"['harlequin', 'partial pinstripe', 'reverse pinstripe', 'harlequin', 'partial pinstripe', 'reverse pinstripe']",2652041.jpeg,0,0,0,0,1,1
2583,"['pinstripe', 'super stripe']",2427247.jpeg,0,1,0,0,0,0
2584,[],2226885.jpeg,0,0,0,0,0,1
2585,"['pinstripe', 'drippy', 'pinstripe', 'drippy']",2551038.jpeg,0,0,0,0,1,1
2586,"['dalmatian', 'portholes']",2551002.jpeg,0,0,0,0,1,0
2587,"['fringing', 'phantom']",2651977.jpeg,0,0,0,0,0,1
2588,"['harlequin', 'portholes']",2651967.jpeg,0,0,0,0,1,0
2589,['phantom'],1851371.jpeg,0,0,0,1,0,0
2590,"['dalmatian', 'harlequin', 'dalmatian', 'harlequin']",2550936.jpeg,1,0,0,0,1,0
2591,"['harlequin', 'snowflake']",2651925.jpeg,0,0,1,0,0,0
2592,"['pinstripe', 'quad-stripe', 'drippy']",2550886.jpeg,0,0,0,0,0,1
2593,['quad-stripe'],2472128.jpeg,0,1,0,0,0,0
2594,"['harlequin', 'pin-dashed', 'portholes']",2406733.jpeg,0,0,0,0,1,0
2595,"['dalmatian', 'pinstripe', 'reverse pinstripe', 'snowflake', 'white wall', 'lilly white', 'empty back', 'phantom', 'dalmatian', 'pinstripe', 'reverse pinstripe', 'snowflake', 'white wall', 'lilly white', 'empty back', 'phantom', 'dalmatian', 'pinstripe', 'reverse pinstripe', 'snowflake', 'white wall', 'lilly white', 'empty back', 'phantom']",2651853.jpeg,0,0,1,0,1,1
2596,"['portholes', 'fringing', 'kneecaps', 'bi-color', 'phantom', 'patternless']",2516548.jpeg,0,0,0,0,1,0
2597,[],2371843.jpeg,0,0,0,0,0,1
2598,[],2651392.jpeg,0,1,0,0,0,0
2599,"['dalmatian', 'pinstripe', 'crowned']",2462419.jpeg,0,0,0,1,0,0
2600,"['dalmatian', 'peppered', 'phantom', 'dalmatian', 'peppered', 'phantom']",2462381.jpeg,0,1,1,0,0,0
2601,"['dalmatian', 'lilly white', 'empty back']",2462428.jpeg,0,0,0,0,1,0
2602,"['harlequin', 'bi-color', 'harlequin', 'bi-color']",2478035.jpeg,0,1,1,0,0,0
2603,"['dalmatian', 'snowflake', 'furred', 'bi-color', 'dalmatian', 'snowflake', 'furred', 'bi-color']",2478041.jpeg,0,1,1,0,0,0
2604,"['dalmatian', 'snowflake', 'portholes']",2487757.jpeg,0,0,0,0,1,0
2605,"['tipped crests', 'white wall', 'tri-color', 'white tip']",2371413.jpeg,0,1,0,0,0,0
2606,"['snowflake', 'portholes', 'drippy']",2587127.jpeg,0,0,0,0,1,0
2607,['lilly white'],2587091.jpeg,0,0,0,0,1,0
2608,"['flame', 'harlequin']",2651090.jpeg,0,0,0,0,0,1
2609,[],2358036.jpeg,0,1,0,0,0,0
2610,"['dalmatian', 'tiger', 'phantom', 'dalmatian', 'tiger', 'phantom']",2650977.jpeg,0,1,0,0,1,0
2611,['harlequin'],2650957.jpeg,0,0,0,0,1,0
2612,"['pinstripe', 'snowflake']",2650941.jpeg,0,0,0,0,1,0
2613,"['dalmatian', 'bi-color', 'phantom']",2650914.jpeg,0,0,0,0,1,0
2614,"['harlequin', 'pinstripe']",1654832.jpeg,0,1,0,0,0,0
2615,"['dalmatian', 'portholes', 'phantom']",2650888.jpeg,0,0,0,0,1,0
2616,['patternless'],2588235.jpeg,0,0,0,0,1,0
2617,['extreme harlequin'],2650740.jpeg,0,0,0,0,1,0
2618,"['extreme harlequin', 'white wall']",2513545.jpeg,0,0,0,0,1,0
2619,"['lilly white', 'phantom']",2588050.jpeg,0,0,0,0,1,0
2620,[],2588045.jpeg,0,1,0,0,0,0
2621,['tri-color'],2587909.jpeg,0,0,0,0,1,0
2622,"['dalmatian', 'flame', 'partial pinstripe', 'portholes']",2587893.jpeg,0,0,0,0,0,1
2623,"['harlequin', 'partial pinstripe', 'tri-color']",2587881.jpeg,0,1,0,0,0,0
2624,"['het phantom', 'tri-color']",2595913.jpeg,0,0,0,0,1,0
2625,"['soft scale', 'phantom']",2549401.jpeg,0,1,0,0,0,0
2626,"['pinstripe', 'quad-stripe', 'pinstripe', 'quad-stripe']",2549373.jpeg,0,0,0,0,1,1
2627,"['harlequin', 'pinstripe', 'harlequin', 'pinstripe', 'harlequin', 'pinstripe']",2549368.jpeg,1,1,0,0,1,0
2628,"['tailless', 'tailless']",2650489.jpeg,0,1,0,0,1,0
2629,"['harlequin', 'white wall', 'harlequin', 'white wall']",2248077.jpeg,1,0,0,0,1,0
2630,"['extreme harlequin', 'harlequin', 'snowflake', 'drippy', 'extreme harlequin', 'harlequin', 'snowflake', 'drippy']",2587769.jpeg,1,0,1,0,0,0
2631,[],2650341.jpeg,0,0,0,0,1,0
2632,"['dalmatian', 'phantom']",2313781.jpeg,0,0,0,0,1,0
2633,"['brindle', 'dalmatian']",2314060.jpeg,0,0,0,0,1,0
2634,[],2314077.jpeg,0,1,0,0,0,0
2635,"['flame', 'portholes']",2587483.jpeg,0,0,0,0,0,1
2636,"['pinstripe', 'quad-stripe', 'crowned']",2179368.jpeg,0,0,0,0,1,0
2637,"['pinstripe', 'quad-stripe']",2453408.jpeg,0,0,1,0,0,0
2638,['harlequin'],2650140.jpeg,0,1,0,0,0,0
2639,['harlequin'],2650133.jpeg,0,1,0,0,0,0
2640,[],2650125.jpeg,1,0,0,0,0,1
2641,['patternless'],2531151.jpeg,0,0,0,0,0,1
2642,"['dalmatian', 'tri-color']",2129015.jpeg,0,1,0,0,0,0
2643,"['dalmatian', 'harlequin', 'dalmatian', 'harlequin']",2547985.jpeg,1,0,0,0,1,0
2644,"['quad-stripe', 'drippy']",2586800.jpeg,0,0,0,0,1,0
2645,"['empty back', 'phantom']",2586742.jpeg,0,0,0,0,0,1
2646,"['pinstripe', 'white out']",2586667.jpeg,0,0,1,0,0,0
2647,['pinstripe'],2483093.jpeg,0,1,0,0,0,0
2648,[],2483081.jpeg,1,0,0,0,0,1
2649,['extreme harlequin'],2586635.jpeg,0,0,0,0,1,0
2650,[],2586625.jpeg,0,0,0,0,1,0
2651,"['dalmatian', 'red spot']",2174464.jpeg,0,0,0,0,1,0
2652,['pinstripe'],2649502.jpeg,0,1,0,0,0,0
2653,"['harlequin', 'pinstripe']",2649490.jpeg,0,0,0,0,1,0
2654,"['dalmatian', 'pin-dashed', 'cluster spots']",2174438.jpeg,0,0,0,0,0,1
2655,['harlequin'],2649480.jpeg,0,1,0,0,0,0
2656,"['pinstripe', 'mocha']",2174429.jpeg,1,0,0,0,0,0
2657,"['dalmatian', 'super dalmatian', 'phantom']",2530613.jpeg,0,0,0,0,1,0
2658,['tri-color'],2649398.jpeg,0,1,0,0,0,0
2659,"['pinstripe', 'tri-color']",2594507.jpeg,0,1,0,0,0,0
2660,['harlequin'],2594466.jpeg,0,1,0,0,0,0
2661,"['harlequin', 'portholes', 'drippy']",2594374.jpeg,0,0,0,0,1,0
2662,"['pin-dashed', 'white wall', 'tri-color']",2586132.jpeg,0,0,1,0,0,0
2663,"['snowflake', 'blushing', 'pos crowned', 'drippy']",2586088.jpeg,0,0,0,0,1,0
2664,['patternless'],2401157.jpeg,0,0,0,0,1,0
2665,['flame'],2585694.jpeg,0,0,0,0,1,0
2666,"['harlequin', 'drippy']",2648678.jpeg,0,0,0,0,1,0
2667,"['harlequin', 'super dalmatian', 'drippy']",2648672.jpeg,0,0,0,0,1,0
2668,['dalmatian'],2648662.jpeg,0,0,0,0,1,0
2669,"['dalmatian', 'quad-stripe']",2648657.jpeg,0,0,1,0,0,0
2670,"['dalmatian', 'harlequin', 'tri-color']",2302825.jpeg,0,1,0,0,0,0
2671,"['harlequin', 'portholes']",2302813.jpeg,0,0,0,0,1,0
2672,"['partial pinstripe', 'phantom']",1654803.jpeg,0,0,0,0,1,0
2673,"['brindle', 'phantom']",2323518.jpeg,0,0,0,0,0,1
2674,['extreme harlequin'],2585482.jpeg,0,0,0,0,1,0
2675,"['partial pinstripe', 'portholes', 'drippy']",1300624.jpeg,0,0,0,0,0,1
2676,"['harlequin', 'drippy']",1654824.jpeg,0,1,0,0,0,0
2677,"['brindle', 'dalmatian', 'partial pinstripe', 'portholes', 'phantom']",1654863.jpeg,0,0,0,0,1,0
2678,"['harlequin', 'partial pinstripe', 'portholes']",1654810.jpeg,0,1,0,0,0,0
2679,"['brindle', 'dalmatian', 'phantom']",1300622.jpeg,0,0,0,0,1,0
2680,"['harlequin', 'pinstripe', 'portholes', 'tri-color']",1300625.jpeg,0,1,0,0,0,0
2681,"['portholes', 'bi-color']",1654852.jpeg,0,0,0,0,1,0
2682,"['extreme harlequin', 'tri-color']",1654807.jpeg,0,1,0,0,0,0
2683,"['brindle', 'pinstripe', 'portholes', 'phantom']",1654809.jpeg,0,0,0,0,0,1
2684,"['harlequin', 'pinstripe', 'portholes', 'tri-color']",1654813.jpeg,0,1,0,0,0,0
2685,"['harlequin', 'pinstripe', 'portholes']",1654819.jpeg,0,1,0,0,0,0
2686,"['pinstripe', 'lilly white']",1884490.jpeg,0,0,0,0,1,0
2687,['extreme harlequin'],2260683.jpeg,1,0,0,0,0,0
2688,"['harlequin', 'partial pinstripe']",2648402.jpeg,0,1,0,0,0,0
2689,['phantom'],2401218.jpeg,0,0,0,0,0,1
2690,"['reverse pinstripe', 'portholes', 'phantom']",2401241.jpeg,0,0,0,0,0,1
2691,"['snowflake', 'portholes', 'phantom']",2401286.jpeg,0,0,0,0,0,1
2692,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",995224.jpeg,0,1,0,0,1,0
2693,['harlequin'],1760982.jpeg,0,0,0,0,1,0
2694,"['extreme harlequin', 'harlequin', 'creamsicle', 'extreme harlequin', 'harlequin', 'creamsicle']",927947.jpeg,1,0,0,0,1,0
2695,['pinstripe'],1884318.jpeg,0,1,0,0,0,0
2696,"['white out', 'white wall', 'tri-color', 'drippy']",1761018.jpeg,0,1,0,0,0,0
2697,"['dalmatian', 'pinstripe', 'ink spot', 'bi-color']",561644.jpeg,0,0,1,0,0,0
2698,"['dalmatian', 'quad-stripe', 'phantom']",2229715.jpeg,0,0,0,0,0,1
2699,"['dalmatian', 'pinstripe', 'portholes', 'phantom']",1876791.jpeg,0,0,0,0,0,1
2700,"['partial pinstripe', 'phantom']",2029416.jpeg,0,0,0,0,0,1
2701,"['quad-stripe', 'phantom']",2029407.jpeg,0,0,0,0,0,1
2702,"['quad-stripe', 'phantom']",2023942.jpeg,0,0,0,0,0,1
2703,"['partial pinstripe', 'quad-stripe', 'phantom']",2229729.jpeg,0,0,0,0,0,1
2704,"['quad-stripe', 'phantom']",1828606.jpeg,0,0,0,0,0,1
2705,"['dalmatian', 'pos quad-stripe', 'phantom']",2023939.jpeg,0,0,0,0,0,1
2706,"['dalmatian', 'super dalmatian', 'red spot', 'dalmatian', 'super dalmatian', 'red spot']",2648376.jpeg,0,0,1,0,1,0
2707,['extreme harlequin'],2648371.jpeg,0,0,0,0,1,0
2708,"['pos dalmatian', 'portholes', 'patternless']",2648349.jpeg,0,0,0,0,1,0
2709,"['harlequin', 'partial pinstripe']",2273210.jpeg,0,1,0,0,0,0
2710,['extreme harlequin'],2648221.jpeg,0,0,0,0,0,1
2711,"['extreme harlequin', 'harlequin', 'tailless']",2003308.jpeg,0,1,0,0,0,0
2712,"['tiger', 'phantom', 'tiger', 'phantom']",2584659.jpeg,0,1,0,0,1,0
2713,"['harlequin', 'tri-color']",2584641.jpeg,0,1,0,0,0,0
2714,"['harlequin', 'empty back']",2584625.jpeg,0,0,0,0,1,0
2715,"['harlequin', 'tri-color']",2584567.jpeg,0,0,0,0,1,0
2716,"['snowflake', 'drippy', 'snowflake', 'drippy']",2528891.jpeg,1,1,0,0,0,0
2717,"['harlequin', 'drippy']",2647534.jpeg,0,0,1,0,0,0
